Name,Credentials
Stephanie Spicer Parkhurst,"Psychologist, PhD, LLC"
Stephanie Stout,"Clinical Social Work/Therapist, LMSW"
Stephanie Trisi,"Clinical Social Work/Therapist, LCSW-C"
Stephanie Vancek Castro,"Clinical Social Work/Therapist, LCSWC"
Stephanie Walker,"Clinical Social Work/Therapist, MSW, LCSW-C, RYT"
Stephanie Willard,"Counselor, LCPC"
Stephanie Winger Rodriguez,"Counselor, LCPC"
Stephanie Wolf,"Psychologist, JD, PhD"
Stephanie Woodrow,"Counselor, LCPC, NCC"
Stephanie Yee,"Psychological Associate, PhD"
Stephen Clarke,"Licensed Clinical Professional Counselor, PhD, LCPC"
Stephen Fareed Harrison,"Counselor, LGPC, MS"
Stephen Holland,"Psychologist, PsyD"
Stephen Kosmicki,"Clinical Social Work/Therapist, LCSW"
Stephen L. Murphy,"Clinical Social Work/Therapist, MSW, LICSW, PIP"
Stephen Przybylski,"Counselor, LCPC"
Stephen Rosen,Marriage & Family Therapist
"Stephnie Thomas, LCPC","Licensed Clinical Professional Counselor, MS, NCC, LCPC"
Steve Donovan,"Counselor, LPC, NCC"
Steve Geishecker,"Clinical Social Work/Therapist, MSW, LICSW, LCSW-C, ACSW"
Steve Johnson,"Clinical Social Work/Therapist, LCSW, MA"
Steve Schwartz,"Counselor, MS, LGPC"
Steve Wechsler,"Clinical Social Work/Therapist, LCSW-C"
Steven Acerno,"Clinical Social Work/Therapist, MSW, LCSW-C"
Steven Alexander,"Psychologist, PhD"
Steven B Andrus,"Licensed Clinical Professional Counselor, MS, LCPC-S"
Steven Christopher Savoy,Counselor
Steven Jakobovic,"Clinical Social Work/Therapist, MA, LMSW"
Steven Linsky,Pre-Licensed Professional
Steven Plummer,"Licensed Clinical Professional Counselor, MS, LCPC"
Steven Wong,"Psychologist, PhD"
Stevi L Hicks Saathoff,"Counselor, LCPC, NCC"
Stewart A Zelman,"Psychologist, PhD"
Stewart Legacy Counseling Services LLC,"Licensed Clinical Professional Counselor, LCPC, LPC, MAC"
Stillness Counselling Services LLC,"Clinical Social Work/Therapist, LCSW-C"
"Stone Soup Counseling, LLC","Clinical Social Work/Therapist, LCSW-C"
Stoneybrook Community Counseling,"Counselor, LCPC, CCTP, CSAM"
Straight from the Heart Ministry Counseling Serv,"Counselor, MS, LCPC, NCC"
Strengthening Our Selves (SOS),"Clinical Social Work/Therapist, LCSW-C"
"Strong Life Counseling, LLC","Licensed Clinical Professional Counselor, EdD, LPC, LCPC, LCMHC, NCC"
Strong Mynds Org Inc,"Clinical Social Work/Therapist, LCSW-C, BCD, CCTP"
Stuart Warren,"Clinical Social Work/Therapist, LCSW"
Stuart Weinstein,"Pre-Licensed Professional, MS"
Suburban Crossroads Counseling,Counselor
Sue Topcuoglu,"Counselor, LCPC"
Sue Walker,"Clinical Social Work/Therapist, LCSW"
Sultana Karim,"Licensed Professional Counselor, MA, LCPC, LPC"
Summer Bryant,"Counselor, MA, LCPC"
Summer De La Cruz,"Clinical Social Work/Therapist, LCSW-C, LICSW, CCM"
Summit Counseling Group,"Licensed Clinical Professional Counselor, LCPC, LCSW-C"
Sundus Nada,"Clinical Social Work/Therapist, LMSW"
Sunghye Oh,"Licensed Clinical Professional Counselor, LCPC"
Sunny Harvey,"Counselor, LCPC"
Sunrise Psychotherapy LLC,"Counselor, LGPC, MS"
"Sunshine Consulting & Counseling, Inc","Licensed Clinical Professional Counselor, MA, MS, NCC, LCPC, SEP"
Suraji Wagage,"Psychologist, PhD, JD"
Susan A Webb,"Clinical Social Work/Therapist, MSSW, LCSW-C, LICSW"
Susan B Diamond,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
Susan Brown,"Clinical Social Work/Therapist, LCSW-C"
Susan Drumheller,"Psychologist, PhD"
Susan E. Schumacher,"Licensed Professional Counselor, DA, LPC, LCPC, CCTP"
Susan Egelanian,"Clinical Social Work/Therapist, LCSW-C"
Susan Fertig,"Clinical Social Work/Therapist, LCSW-C"
"Susan Fletcher, LPC, MA—Addiction/Emotional Health","Licensed Professional Counselor, LPC, MA"
Susan Futeral,Clinical Social Work/Therapist
Susan G Krohn,"Clinical Social Work/Therapist, LCSW-C"
Susan Goldberg,"Clinical Social Work/Therapist, LMSW"
Susan Goorevich,"Clinical Social Work/Therapist, LCSW-C"
Susan J Glore,"Counselor, LCPC"
"Susan J. Ruckel LCSW-C, Licensed Psychotherapist","Clinical Social Work/Therapist, BS, MSW, LCSW-C"
"Susan Knade, LLC Counseling & Therapy","Clinical Social Work/Therapist, LCSW-C"
Susan Lavigna,"Clinical Social Work/Therapist, LCSW-C"
Susan Lohr,"Licensed Clinical Professional Counselor, LCPC"
Susan M Ashtianie,"Counselor, MS, LCPC, NCC"
Susan Mann,"Clinical Social Work/Therapist, LCSW"
Susan Marie Sisk Price,"Art Therapist, LCPAT , ATR-BC"
Susan Marks,"Counselor, LCPC"
Susan Mary Smith,"Clinical Social Work/Therapist, LMSW"
Susan McChord Hurd,"Counselor, LCPC, ACS, NCC"
Susan McGilloway,"Licensed Clinical Professional Counselor, MS, LCPC, LPCC"
Susan P Sferra,"Marriage & Family Therapist, LCMFT"
Susan R. Scalone,"Licensed Professional Counselor, LCPC, ACS"
Susan Richman,"Licensed Clinical Professional Counselor, LCPC, NCC, MBA"
Susan Roistacher,"Licensed Clinical Professional Counselor, LCPC"
Susan Schwerd,"Counselor, MEd, LCPC"
Susan Schwerd,Licensed Clinical Professional Counselor
Susan Shallcross,"Counselor, LCPC, LPC, MBA, CCTP, CMT-P"
Susan Stewart,"Marriage & Family Therapist, MDiv, CCTP-II, CIMHP, LMFT, AAMFT-S"
Susan Watson,"Counselor, LCPC"
Susanna Beacom,"Clinical Social Work/Therapist, LCSW, LCSW-C"
Susanna Klingler,"Counselor, LGPC"
Susie Sutherland,"Clinical Social Work/Therapist, LCSW-C"
Suzannah Dichter,"Licensed Professional Counselor, LPC, LCPC, ATR"
Suzanne Bierer,"Clinical Social Work/Therapist, LCSW-C"
Suzanne Hamdy,Pre-Licensed Professional
Suzanne K Haddad,"Psychologist, PsyD"
Suzanne L. Fuchs,"Clinical Social Work/Therapist, LICSW"
Suzanne LaFauce,"Licensed Clinical Professional Counselor, MS, LCPC"
Suzanne Lavoie Dell'Orfano,"Clinical Social Work/Therapist, MSW, LCSW-C"
Suzanne Lescht,"Clinical Social Work/Therapist, LCSW-C"
Suzanne M Goldberg,"Psychologist, DMH"
Suzanne Matsko,"Clinical Social Work/Therapist, LCSW-C"
Suzanne Matty,"Clinical Social Work/Therapist, LCSW-C"
Suzanne Miller Friedman,"Psychologist, PhD"
Suzanne Ricklin,"Clinical Social Work/Therapist, LCSW-C, BCD, CEDS-C"
Suzette Nozick,"Licensed Clinical Professional Counselor, LCPC, MS"
Svetlana Danshes,"Counselor, LGPC"
Syd Brown,"Psychologist, PhD, ABN, ABPP"
Sydney Armitage,"Clinical Social Work/Therapist, LMSW, CGP"
Sydney Finfer,"Counselor, LCPC"
Sydney Hyde,"Licensed Clinical Professional Counselor, LCPC, MA"
Sydney Williams,"Clinical Social Work/Therapist, LMSW, CTP"
Sydnie Spearman,"Counselor, LCPC"
Sylvia Bikos,"Clinical Social Work/Therapist, LCSW-C"
Sylvia F. Wilson,"Licensed Clinical Professional Counselor, MS, LCPC"
Symone Colquitt,"Marriage & Family Therapist, LCMFT"
Syntyché Francella,Clinical Social Work/Therapist
Syretta R James,"Psychologist, PhD, ABPP"
SZ Support House,"Licensed Clinical Professional Counselor, LCPC"
T.j. Jones-Rouse,"Clinical Social Work/Therapist, LCSW-C"
Ta'wane (Ty) Watkins,"Clinical Social Work/Therapist, MSW, LICSW, LCSW, LCSW-C"
Tabbie Mann,"Clinical Social Work/Therapist, LCSW"
Tabre'a LaSchaye Sledge,"Clinical Social Work/Therapist, MSW, LCSW-C, LCSW, BA"
Taelon Um,"Clinical Social Work/Therapist, LMSW"
Tahitia Nesmith,"Mental Health Counselor, LMHC, LCPC, NCC"
Tahmineh Shadkhoo,"Licensed Clinical Professional Counselor, LCPC"
Taisha Martin,"Counselor, EdD, LCPC, NCC"
Takea Johnson,"Counselor, LCPC"
Takhyun Cho,"Licensed Professional Counselor, PhD, LPC, LCPC, ACS, NCC"
"Talbot Child Psychology, LLC","Psychologist, PhD, MA, MAT"
Taleesa Peck,"Psychologist, PhD"
Taleisha Ellerbe,"Licensed Professional Counselor, LPC, MA"
Tali Elitzur,"Counselor, MA, LPC, LCPC"
Tali Shokek,"Psychologist, PsyD"
Talia Pfeffer,"Clinical Social Work/Therapist, LMSW, LGSW"
Talya Knable,"Licensed Clinical Professional Counselor, LCPC"
Talya Van Den Berg,Clinical Social Work/Therapist
Talya Van Den Berg,"Clinical Social Work/Therapist, CA LCSW"
Tam Nguyen-Louie,"Psychologist, PhD"
Tamar (Temi) Loewy,Counselor
Tamar Barnett,"Counselor, MS, LCPC"
Tamar Kaplan,"Clinical Social Work/Therapist, LCSW"
Tamara C. Almonte,"Psychologist, PsyD"
Tamara Carr,"Counselor, LGPC"
Tamara J. Galinsky,"Art Therapist, MA, ATR-BC, LPC, LCPAT"
Tamara L Thomas (Burke),"Licensed Professional Counselor, LPC, LCPC, MA"
Tamara L. Baker,"Psychologist, PhD"
Tamara Levin,"Psychologist, PsyD"
Tamara Lubliner,"Clinical Social Work/Therapist, LCSW-C, BCD"
Tamara Michaelidis,"Psychologist, PsyD"
Tamara Skinner,"Licensed Clinical Professional Counselor, LCPC, ADHDCSP"
Tamara Van Newkirk,"Clinical Social Work/Therapist, LCSW-C"
Tamara\'s Clouds INC,"Licensed Clinical Professional Counselor, MA, MPT,  LCPC,  CBT, CCTP"
Tameka Bullock-Price,"Clinical Social Work/Therapist, LCSW-C"
Tami Jones,"Licensed Clinical Professional Counselor, LCPC, NCC, CCTP, CGP"
Tami Koepp,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tamia Barnes Tomasek Counseling LLC,"Counselor, MA, LCPC"
Tamitha Davis-Rama,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Tammie Hedgeman,"Clinical Social Work/Therapist, LMSW"
Tammy Glatz Landy,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tammy Goldberg,"Clinical Social Work/Therapist, LCSW-C"
Tammy Green,"Licensed Clinical Professional Counselor, LCPC"
Tammy Jo Tilson,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tammy L Williams,"Counselor, LCPC, NCC"
Tammy L. Sherrard,"Clinical Social Work/Therapist, LCSW-C"
Tammy Mintz,"Psychologist, PhD"
Tammy S Hedges,"Clinical Social Work/Therapist, LCSW-C"
Tammy Willard,"ABD, MS, BA"
Tampa Therapy and Wellness - Dr Marzullo-Dove Team,"Psychologist, PsyD"
Tamra G. Rivers,"Clinical Social Work/Therapist, LCSW-C"
Tanaya Turpin,"Counselor, LGPC"
Tandy L Levine,"Clinical Social Work/Therapist, LCSW"
Taneasha Clark,"Clinical Social Work/Therapist, LMSW, LGSW"
Taneisha Carter,"Counselor, MS, LGPC"
Tanika Walker,LMSW
Taniqua Carthens,"Clinical Social Work/Therapist, LMSW"
Tanise Stevens,"Counselor, MS, LCPC"
Tanisha R Sanders,"Clinical Social Work/Therapist, LCSW-C"
Tanisha T. Richardson,"Clinical Social Work/Therapist, LISW-S"
Tanisha Williams The Relationship Coach,"Counselor, LGPC"
Tannica Stokes,"Licensed Professional Counselor, LCPC"
Tanory Ateek,"Pre-Licensed Professional, LMSW, MA, RYT-200"
Tanya D. Vincent,"Counselor, LCPC, EMDR, Gottman, MST"
Tanya Lloyd,"Licensed Clinical Professional Counselor, MA, LCPC, ACS, CCTP"
Tanya Logan,"Licensed Professional Counselor, LPC"
Tanya M. Morrel,"Psychologist, PhD"
Tanya Manyweathers LCSW-C Renewing Your Mind Inc.,"Clinical Social Work/Therapist, LCSW-C"
Tanya Varley,"Counselor, LCPC, PCC, CIHMP"
Tanyka Abbott,"Clinical Social Work/Therapist, MSW, LCSW-C, LCSW, CPLC"
"Taquanda Dixon, LGMFT","Marriage & Family Therapist, LGMFT"
Tara Barber,"Licensed Professional Counselor, MA, LGPC"
Tara Falcone Lcpc,"Counselor, MS, LCPC"
Tara H Simpson,"Psychologist, PsyD"
Tara High,"Clinical Social Work/Therapist, LCSW-C, C-SSWS"
Tara J Holland,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Tara Louchery,"Psychologist, PsyD"
Tara Mechlin,"Clinical Social Work/Therapist, LCSW-C"
Tarah Keeley,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Tarah Lea Martin,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tariiq Omari Walton,"Marriage & Family Therapist, LCMFT"
Tarnisha Gordon,"Clinical Social Work/Therapist, LCSW"
Tarrah Bonaparte,"Clinical Social Work/Therapist, LCSW, LCSW-C"
Tasha Jeffrey,"Clinical Social Work/Therapist, LCSW"
Tasha N Allen,"Licensed Clinical Professional Counselor, LCPC"
Tasheka Cox,"Clinical Social Work/Therapist,  LCSW-C, LICSW, LCSW"
Tasheka Cox,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Tashia Chambers,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
"Tashya Wilson, Psy.D. - Parenting On Call, LLC","Psychologist, PsyD"
Tasi Onigbanjo,"Counselor, LCPC"
"Tatiana Aviles LCSW-C, Bilingual Counseling","Clinical Social Work/Therapist, MSW, LCSW-C"
Tatiana Ellerbe,"Counselor, LGPC"
Tatiana Gurubatham,"Counselor, BS, MA, LGPC"
Tatiana Willams,"Marriage & Family Therapist, LCMFT, LMFT"
Tavi Hawn,"Clinical Social Work/Therapist, LCSW-C, MSW, MA"
Tavon Evans,"Counselor, LCPC"
Tawana Nicole Herring,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
Tayla Fawumi,"Licensed Clinical Professional Counselor, LCPC"
Taylor (Ledrea Taylor),"Clinical Social Work/Therapist, LMSW"
Taylor Allie,"Counselor, MS, LGPC"
Taylor Buchanan,"Counselor, MA, LCPC, LCPAT"
Taylor C Cole,"Clinical Social Work/Therapist, LCSW-C"
Taylor C Eury,"Licensed Clinical Professional Counselor, MS LCPC"
Taylor De Natale,"Clinical Social Work/Therapist, LCSW-C"
Taylor E Douthitt,"Licensed Clinical Professional Counselor, LCPC"
Taylor Goldman,"Clinical Social Work/Therapist, LCSW-C"
Taylor Ivana Seaton,"Clinical Social Work/Therapist, LMSW"
Taylor Liggins,Licensed Clinical Professional Counselor
Taylor Liggins,"Counselor, LCPC, NCC, PMH-C"
Taylor M Yong,"Clinical Social Work/Therapist, LCSW, MSSA"
Taylor McMahon,"Marriage & Family Therapist, MS, LGMFT"
Taylor Patrick Lang,"Clinical Social Work/Therapist, LCSW-C"
Taylor Rapuano,"Counselor, LCPC, LPC"
Taylor Sherman,"Counselor, MEd, LGPC"
Taylor Shiver,"Licensed Clinical Professional Counselor, LCPC-S, NCC"
Taylor Tabinsky,"Licensed Clinical Professional Counselor, LCPC"
"Taylor Wellness Center, Inc",LCSW-C
Taylor White,"Clinical Social Work/Therapist, LCSW-C"
Taylor White,"Counselor, LCPC, NCC"
Taylored Living - Therapy and Coaching,"LMFT, MBA"
Tayra Ludith Garcia,"Clinical Social Work/Therapist, LMSW"
Taysue Morris,"Licensed Clinical Professional Counselor, LCPC, NCC"
Taz A,"Pre-Licensed Professional, ADT"
Te'andra Shockley,"Clinical Social Work/Therapist, MSW, LCSW-C"
Teanna Diggs At Postpartum Wellness,Clinical Social Work/Therapist
Tebine Otubu,"Clinical Social Work/Therapist, LMSW"
Ted Worm,PhD
Teece Nowell Counseling,"Licensed Clinical Professional Counselor, MS, LCPC, BCPC"
Tekora Nichols,"Clinical Social Work/Therapist, LCSW-C"
Temi Unonu,"Counselor, MEd, LGPC, NCC"
Temple Morris,"Clinical Social Work/Therapist, LCSW-C"
Tené Young,"Counselor, LGPC"
Tenaka White,Counselor
Tenesha Jeffery,Licensed Clinical Professional Counselor
Tenesha Wallace,"Clinical Social Work/Therapist, LGSW, LMSW"
Tenille Ademiluyi,"Clinical Social Work/Therapist, MSW, LCSW-C"
Tenneh Johnson Kemah,"Clinical Social Work/Therapist, LCSW-C"
Tera Lensegrav-Benson Anxiety Specialist,"Psychologist, PhD"
Terah Ryan,"Clinical Social Work/Therapist, MSW, LICSW, LCSW-C"
Teresa Allen,"Counselor, MS, LCPC"
Teresa E. Noss,"Clinical Social Work/Therapist, MSW, LCSW"
Teresa Green,"Licensed Clinical Professional Counselor, LCPC"
Teresa M Méndez,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
Teresa M Trabue,"Psychologist, PsyD"
Teresa Vaughan,"Licensed Clinical Mental Health Counselor, LCMHC, LPC, LCPC"
Teressa Bowman,"Counselor, LPC, PsyD, ACS"
Teri Jedeikin,"Clinical Social Work/Therapist, LCSW-C"
Teri L Smith,"Clinical Social Work/Therapist, LCSW"
Teri Tallent Burns,"Licensed Clinical Professional Counselor, LCPC, NCC, MA"
Terra Bufkin,"Clinical Social Work/Therapist, LCSW-C"
Terrence Moore,"Clinical Social Work/Therapist, LMSW"
Terri A Griffith,"Limited Licensed Psychologist, PsyD"
Terri Dawn Gumm,"Clinical Social Work/Therapist, LCSW-C"
Terri Fox,"Licensed Clinical Professional Counselor, LCPC"
Terri L Long,"Counselor, PhD, LCPC"
Terri Miles,"Pre-Licensed Professional, MHS"
Terri Shephard,"Counselor, MA, LCPC, NCC"
Terrie W Tyrie,"Licensed Professional Counselor, LCPC"
Terry Golaner,"Counselor, LGPC, AGS"
Terry Johnson,"Licensed Clinical Professional Counselor, LCPC, NCC"
Terry McGeehan,"Licensed Clinical Professional Counselor, LCPC"
Terry Nunley & Associates (Co-Occurring Treatment),"PMHNP, FNP-C, LCSW-C, LCAD-C, ADT"
Terry Ullman,"Clinical Social Work/Therapist, LCSW-C, MSW, LICSW"
Tesha N Tinsley,"Clinical Social Work/Therapist, LMSW, LCSW-C"
Tess Richardson,"Counselor, LGPC, NCC"
Tessa Wimberley,"Psychologist, PhD"
Teveira Hillyer,"Licensed Professional Counselor, LPC , LSATP"
Thanjina Ahmed,"Psychologist, PsyD"
"The Art of Connection Therapy, LLC","Marriage & Family Therapist, RN, LCMFT, LCPC, LMFT"
The Barker Adoption Foundation,"Clinical Social Work/Therapist, LCSW-C, LICSW"
The Bee Network,"Clinical Social Work/Therapist, DPA, LICSW, LCSW-C, LCSW"
The BGH Clinic,Licensed Clinical Professional Counselor
The Bowen Center,Licensed Professional Counselor
The Carter Psychotherapy Group,"Licensed Professional Counselor, EdD, LCPC, LPC, LMHC, C-DBT"
The Center for Authentic Living,"Clinical Social Work/Therapist, LCSW-C, PhD"
The Center for Therapeutic Change (Board Approved),"Clinical Social Work/Therapist, LCSW-C"
"The Center for Therapeutic Change, LLC","Clinical Social Work/Therapist, LCSW-C, TFCBT"
The Center for Trauma Therapy,Clinical Social Work/Therapist
The Collective Healing Center,Counselor
The Columbia Counseling Center of Maryland,"Licensed Clinical Professional Counselor, LCPC"
"The Coping Corner, LLC","Clinical Social Work/Therapist, MSW , LCSW-C"
"The Counseling Center Group, Annapolis","Clinical Social Work/Therapist, LCSW-C, MT-BC"
The Counseling Center of Maryland,"Counselor, LCPC, NCC, MA"
The Counseling Center of Virginia,"Licensed Professional Counselor, LCSW"
"The Counseling Center of Washington, DC","Licensed Professional Counselor, LCPC, LPC"
The Counseling Renaissance,"Licensed Clinical Professional Counselor, LCPC"
The DBT Program at Gladstone Psychiatry,N/A
The DC Center for Neurocognitive Excellence,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW, BCD"
The Family Counseling Center of Greater Washington,"Licensed Professional Counselor, DCPC, LPC"
The Green Garden,"Psychologist, PsyD"
The Happiness Center,"Licensed Professional Counselor, MS, NCC, LCPC"
"The Healing Collective, LLC","Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
"The Healing Rose Therapy, MFE LLC","PhD, Theraph"
The Healing Space,"Licensed Clinical Professional Counselor, MS, LCPC, NCC, CCMHC"
"The Holden Grace Group, LLC",Pastoral Counselor
The Holistic Hive,"Clinical Social Work/Therapist, LCSW-C, LCSW, TCTSY-F"
"The Howard Group, LLC","Clinical Social Work/Therapist, LCSW-C, LICSW"
"The Institute for Emotional Regulation, LLC.","Clinical Social Work/Therapist, LCSW-C, LICSW, CTT, MAC, NBCCH"
The Mind Center LLC,Psychologist
The Mindful Heart LLC,Clinical Social Work/Therapist
The Oasis Sanctuary,"Licensed Professional Counselor, MA, LPC, NCC, CPC"
The Online Insomnia Center with Dr. Rosenblum,"Psychologist, PsyD, DBSM"
The Phoenix Group,"Clinical Social Work/Therapist, LICSW"
The Pincus Center,"Clinical Social Work/Therapist, LICSW, CST"
The Pinnacle Center,"Licensed Clinical Professional Counselor, MEd, LCPC"
The Relationship Boosters,"Licensed Clinical Professional Counselor, PhD, LCPC, EdD"
The Renaissance Center,"Licensed Clinical Professional Counselor, MS, LCPC"
The Rice Counseling Service,"Licensed Clinical Professional Counselor, LCPC"
"The Safe Space, Therapeutic Services","Clinical Social Work/Therapist, LCSW-C"
"The Snow Psychology Group, LLC","Psychologist, PhD"
"The Space Between Psychotherapy, LLC","Licensed Professional Counselor, NCC, LCP-TX, LCPC-MD, CAC-AD"
The Space Between Telehealth,"Licensed Clinical Professional Counselor, MS, LCPC, LCP, CAC, AD"
The Sterling Group,"Clinical Social Work/Therapist, LICSW, LCSW-C"
"The Therapeutic Lounge, LLC","Clinical Social Work/Therapist, MSW, LMSW"
The Therapy Collective,"Clinical Social Work/Therapist, LCSWC, LCADC"
"The Therapy Factory, LLC Reina Arevalo","Counselor, MEd, LCPC, CTRP-C"
"The Therapy Nook, LLC",Licensed Professional Counselor
The Treatment and Learning Centers,"Counselor, LCPC-S, BC-DMT, ASDCS"
The Viva Center,"Clinical Social Work/Therapist, LICSW"
The Wake Kendall Group PLLC,Psychologist
The Wellness Center,"Clinical Social Work/Therapist, MSW, LCSW-C, C-CATP"
The Womb Room Team,Clinical Social Work/Therapist
The Woolf Center | Therapy and Coaching,"Counselor, LCPC"
Thea Stojanovic,"Clinical Social Work/Therapist, LMSW"
"Therapeutic Changes, Inc.","Clinical Social Work/Therapist, LCSW-C"
Therapeutic Counseling Associates,"Licensed Clinical Professional Counselor, MA, LCPC"
Therapeutic Empowerment & Wellness,"Clinical Social Work/Therapist, LCSW-C, LICSW, CLC"
"Therapeutic Healing Journey, LLC","Clinical Social Work/Therapist, LCSW-C"
Therapeutic Links - Florian Portis,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Therapy by Dr Sabrina J Krum,"Psychologist, PsyD"
Therapy Café®,"BS, ICF, Coach, DD"
Therapy Café®,"Marriage & Family Therapist, LCMFT, LCPC"
Therapy For Bipolar Disorder,"Clinical Social Work/Therapist, LCSW-C"
Therapy For Black Women - Jessica V. Taylor,"Clinical Social Work/Therapist, MSW, LICSW, LCSW-C"
Therapy For Black Women LLC,"Clinical Social Work/Therapist, MSW, LCSW-C"
Therapy for Thinkers,"Counselor, MA, MDiv"
Therapy Stop LLC,"Clinical Social Work/Therapist, LCSW-C"
"Therapy with Empathy, LLC","Psychologist, PhD"
"There's A Time & A Place, LLC.","Counselor, LCPC, ACS, C-DBT"
Theresa Conway,"Counselor, MS, LCPC, LPC"
Theresa Harris,"Counselor, M Ed, LCPC"
Theresa Huffines,"Clinical Social Work/Therapist, LCSW-C"
Theresa Huffines,Clinical Social Work/Therapist
Theresa Ijeoma Iheagwara,"Licensed Professional Counselor, LPC, LCPC"
Theresa Keeler,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
Theresa Porter,"Clinical Social Work/Therapist, LMSW"
Theresa Prymuszewski,"Licensed Clinical Professional Counselor, LCPC, NCC, MTS, MEd, ACS"
Theresa Redmon,"Licensed Clinical Professional Counselor, LCPC, BC-DMT"
Theresa S Bouma,"Licensed Clinical Professional Counselor, MS, LCPC"
Theresa Shank,"Psychologist, PhD"
Theresa Slade,"Counselor, LCPC"
Therese Conley,Licensed Clinical Professional Counselor
Therese Howe,"Clinical Social Work/Therapist, LCSW-C"
"Therese M. Daniels, MA, LPC","Licensed Professional Counselor, MA, LPC"
Therhappie,"Marriage & Family Therapist, DMFT, LMFT"
Thinh Nguyen,"Clinical Social Work/Therapist, MSW, LCSW-C"
This Goes Out to You LLC!,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Thoko Shumba,"Clinical Social Work/Therapist, LCSW-C"
Thomas D. Williams,"Licensed Professional Counselor, LCPC, LPC, CAC II, NCC"
Thomas DiPaola,"Psychologist, MA, PsyD, (He, Him, His)"
Thomas E Skeeter III,"Counselor, MS, LCPC, NCC, CMT"
Thomas Hoffman,MD
Thomas J Coughlin,"Licensed Clinical Professional Counselor, LCPC, NCC"
"Thomas K. Swisher, J.D., Ph.D.","Licensed Professional Counselor, JD, PhD"
Thomas Knebel,"Pre-Licensed Professional, MSW, Intern"
Thomas Lishman,"Licensed Clinical Professional Counselor, MS, LCPC"
Thomas Proctor,"Clinical Social Work/Therapist, MEd, MSW, LCSW-C"
Thomas Rea,"Clinical Social Work/Therapist, LCSW-C, LICSW, CST"
Thomas Weiss,"Psychologist, PhD"
"Thought Center, LLC",Pre-Licensed Professional
"Thoughts & Emotions, LLC","Licensed Clinical Professional Counselor, LCPC"
Thrive & Shine Counseling,"Clinical Social Work/Therapist, LCSW, LCSW-C, CCATP, CTMH"
Thrive! Executive Functioning Center,"Clinical Social Work/Therapist, NCC, LCSW-C, MEd"
Thriveworks Counseling & Psychiatry Annapolis,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Baltimore,Clinical Social Work/Therapist
Thriveworks Counseling & Psychiatry Baltimore,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Bethesda,Clinical Social Work/Therapist
Thriveworks Counseling & Psychiatry Columbia,Clinical Social Work/Therapist
Thriveworks Counseling & Psychiatry Frederick,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Germantown,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Glen Burnie,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Nottingham,Clinical Social Work/Therapist
Thriveworks Counseling & Psychiatry Owings Mills,Licensed Clinical Professional Counselor
Thriveworks Counseling & Psychiatry Silver Spring,Licensed Professional Counselor
Thriveworks Counseling & Psychiatry Towson,Clinical Social Work/Therapist
Thriveworks Newark,"Licensed Professional Counselor, LPCMH"
"Thuso Counseling Group, Michelle McCoy","Licensed Clinical Professional Counselor, LPC, LCPC"
Tia Butler,"Clinical Social Work/Therapist, LCSW, LCSW-C, LICSW, CIGP, C-ASWCM"
"Tia Conrad Psychotherapy, L.L.C.","Clinical Social Work/Therapist, MSW, LCSW-C"
Tia Gross,"Counselor, LCPC"
Tia Michelle Deloatch,"Clinical Social Work/Therapist, LCSW-C"
Tia Myers,"Counselor, MA, LCPC"
Tiara Fowlkes,"Clinical Social Work/Therapist, LMSW"
Tiara Williams,"Master Social Work, LMSW"
Tiarra M Abu-Bakr,"Counselor, MA, NCC, LCPC"
Tiera Y. Jones,"Clinical Social Work/Therapist, LCSW-C"
Tierra Clark,"Pre-Licensed Professional, LMSW"
Tierra Maynor,"Counselor, MSW, LMSW"
Tiffaney Mills,"Clinical Social Work/Therapist, LCSW-C, C-DBT"
Tiffani Smithson,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Tiffani Stevenson Lloyd & Associates,"Marriage & Family Therapist, PhD, MS, LCMFT"
Tiffany Blackwell,"Counselor, LCPC"
Tiffany Bufort-Odom,"Licensed Professional Counselor, LCPC, LPC, CCTP, ACS"
